0.86, 180.872346878, 0
0.91, 180.683598042, 0
0.96, 180.721822023, 0
0.01, 15.5364789963, 1
0.06, 20.0642700195, 1
0.11, 43.6671140194, 1
0.16, 8.40620207787, 1
0.21, 180.668895006, 0
0.26, 38.0024609566, 1
0.31, 33.5161159039, 1
0.36, 45.5921931267, 1
0.41, 180.023434877, 0
0.46, 180.69946003, 0
0.51, 14.1069569588, 1
0.56, 112.293833971, 1
0.61, 180.59560895, 0
0.66, 28.8928720951, 1
0.71, 181.028410912, 0
0.76, 13.1486599445, 1
0.81, 28.9197368622, 1
0.86, 46.0631420612, 1
0.91, 180.110292912, 0
0.96, 18.9220311642, 1
0.01, 13.1091389656, 1
0.06, 77.1863679886, 1
0.11, 31.8272521496, 1
0.16, 82.0801041126, 1
0.21, 180.63595891, 0
0.26, 180.455484867, 0
0.31, 72.3682420254, 1
0.36, 14.5646219254, 1
0.41, 13.624352932, 1
0.46, 180.168900967, 0
0.51, 180.95708704, 0
0.56, 180.611212969, 0
0.61, 180.488454103, 0
0.66, 180.566092968, 0
0.71, 145.707597971, 1
0.76, 38.6803948879, 1
0.81, 180.620460033, 0
0.86, 180.688211203, 0
0.91, 27.0865368843, 1
0.96, 180.140100956, 0
0.01, 30.0786798, 1
0.06, 23.1709089279, 1
0.11, 122.203005075, 1
0.16, 135.229086161, 1
0.21, 10.1320841312, 1
0.26, 180.243659019, 0
0.31, 180.66809988, 0
0.36, 180.660845041, 0
0.41, 117.924259901, 1
0.46, 23.3275718689, 1
0.51, 129.213288069, 1
0.56, 180.228814125, 0
0.61, 180.677556038, 0
0.66, 25.1776688099, 1
0.71, 47.056885004, 1
0.76, 11.1689369678, 1
0.81, 180.622298002, 0
0.86, 6.17258214951, 1
0.91, 41.8973870277, 1
0.96, 87.8145341873, 1
0.01, 62.1301059723, 1
0.06, 180.543747902, 0
0.11, 58.6734890938, 1
0.16, 180.618474007, 0
0.21, 22.0859260559, 1
0.26, 24.605022192, 1
0.31, 50.0060129166, 1
0.36, 26.4993951321, 1
0.41, 180.664373875, 0
0.46, 180.681686878, 0
0.51, 18.0964751244, 1
0.56, 68.7441298962, 1
0.61, 180.062131882, 0
0.66, 180.683186054, 0
0.71, 84.9895329475, 1
0.76, 180.401864052, 0
0.81, 180.693815947, 0
0.86, 50.2961978912, 1
0.91, 44.556746006, 1
0.96, 180.834117889, 0
